122,5C475288E7416CCBE680AA1336A9C48B42994E4AD7408B83E10BFFE82FEBD7BA,-1,253.0,26,B1E94A6FEE9C3EF4E61C7C6A74219355E9F584B4A9802A149A58EC2A42CA9A6D
121,914926233677AC72342886348D99C52890CC244C698A69AF3B39DED3821897A9,-1,569.0,26,5C475288E7416CCBE680AA1336A9C48B42994E4AD7408B83E10BFFE82FEBD7BA
120,5031F2F9DDE895ED37233420E35CE75ACA3BC585E826528EBB7345191154BF41,-1,500.0,26,914926233677AC72342886348D99C52890CC244C698A69AF3B39DED3821897A9
119,6493514E108B2095358ACE182798F43DB2A84A038FFD0E1FD1F6B3F882D198D7,-1,500.0,26,5031F2F9DDE895ED37233420E35CE75ACA3BC585E826528EBB7345191154BF41
118,BF240FF62FC1BD1A4E0A0CB1F019281F4720919CE1C10A3A5654669E42FF4884,-1,500.0,26,6493514E108B2095358ACE182798F43DB2A84A038FFD0E1FD1F6B3F882D198D7
117,57AB5096558E9A00D040F44531A21C07F299F95B23F820659B13BCF02737CCD2,-1,500.0,26,BF240FF62FC1BD1A4E0A0CB1F019281F4720919CE1C10A3A5654669E42FF4884
116,F399970EF576CECAD75DC52D06ED44C1392475412E2EE4808FE6349C5A5FF65A,-1,500.0,26,57AB5096558E9A00D040F44531A21C07F299F95B23F820659B13BCF02737CCD2
115,E7BAB13135572F90F7FB04BBC278E99C9885FDA0B6BBD9DC9EE6D986AB45F730,-1,10000.0,26,F399970EF576CECAD75DC52D06ED44C1392475412E2EE4808FE6349C5A5FF65A
114,76F4A74FAAD6E186D6CBF3E73A8FFBBDE8B02B2B49311AC759BC209B85D518B3,-1,10000.0,26,E7BAB13135572F90F7FB04BBC278E99C9885FDA0B6BBD9DC9EE6D986AB45F730
113,3F8E1AE1850C5499C00F60638692DE8FF510C780A97208B5EDC676FC252B7510,26,100000.0,-1,76F4A74FAAD6E186D6CBF3E73A8FFBBDE8B02B2B49311AC759BC209B85D518B3
112,79DCA82C99B65D0C6523676A4FD5CFC2B001057340ED7945F49538B538E4B55E,26,100000.0,20,2D219FEA6A16E31D1CB1D72BBE6FA8F1A0B0296D0F0F1E306115FE576F30D21F
111,90266C8A4D6BBB8EA35A529B67312FD8502E74B0A94B7713BBCA09507F840DC5,26,-45220.0,20,79DCA82C99B65D0C6523676A4FD5CFC2B001057340ED7945F49538B538E4B55E
110,17B3D9B614D6025D5D83FB7B5AC7694AF5ED3D36A9D281F01B03973F8DDDC794,26,-15000.0,20,90266C8A4D6BBB8EA35A529B67312FD8502E74B0A94B7713BBCA09507F840DC5
109,65045AC1888EE151D05FB5E43D2E1A8143AF42736EB1F0BC5D077A6D5A37BA3E,26,2.430557636E9,20,17B3D9B614D6025D5D83FB7B5AC7694AF5ED3D36A9D281F01B03973F8DDDC794
108,C6013B6B4E6444F9359A7654B2A1DE653D54BF15288710EFC00C9E652EC22C51,20,-3.92008231E8,26,65045AC1888EE151D05FB5E43D2E1A8143AF42736EB1F0BC5D077A6D5A37BA3E
107,5862A820507B8871072EF7846C798D8A4A051650CAB72368B28C7DC5DDE5C834,26,-1.12222222556645E14,30,C6013B6B4E6444F9359A7654B2A1DE653D54BF15288710EFC00C9E652EC22C51
106,C6A79753C21FA4E774DB7AFE01D0610C1EDB6E499C8DE5229E7E8E186F6E7F67,26,-5.0E8,20,5862A820507B8871072EF7846C798D8A4A051650CAB72368B28C7DC5DDE5C834
105,1E3E907D9F12A3BF41F11D8549E1BD8F8B32F6DAA84D52B8257F274CD6A09ADF,20,-1.0E8,26,C6A79753C21FA4E774DB7AFE01D0610C1EDB6E499C8DE5229E7E8E186F6E7F67
104,C7240FE9F76F672F6AFC322B139A7FA04754254D0D3EB04DC83B4EC7304B497D,26,-1.0E7,20,1E3E907D9F12A3BF41F11D8549E1BD8F8B32F6DAA84D52B8257F274CD6A09ADF
103,A4A0976892F92A42D1962E1F7E05729EF52D2CF60008BE1C1989CD85EC88E4F3,26,-10222.0,20,C7240FE9F76F672F6AFC322B139A7FA04754254D0D3EB04DC83B4EC7304B497D
90,F395631A13CE64DF78D8AA1A6BF4AEE347FAA78E7295EAFE6BEF3419A8AA9CF3,26,1000.0,109,6C4F12BE1F17BD750AB37CCD6D9C33EB0B33058E60B5B6F3EEC3287360BE73E7
88,A8692E41D76C886CC08395E186F9DD467E838E9DD190D6278B15B7F8ADA9A17E,26,1.0E7,20,58C8CAC066A461FC9CAD81F2C5611DED44518E4245EDDC50B386671C015494D1
85,D8D3DFAEE58AF1B487F22ED6166011E3BD6FCFDC60469F9B2B00DE58CA9D1DB5,26,4.066238E7,20,7E12283348C497185CEA6F8FE20E09BE133E8B051753DCC15EE71D85CF7B0077
84,89371A138B21B145727891EAB27818DE668E3BE592447185FB1524791E621747,23,2.0E8,26,D8D3DFAEE58AF1B487F22ED6166011E3BD6FCFDC60469F9B2B00DE58CA9D1DB5
82,DBDFD2ED4CB561F4A880D0D79006654822B7B55762F5EC52FDD21A23FB3BF982,26,9000000.0,25,A3D3D204B4387E542EFB0456A50BC8BB41B12321892BE86BBC6CBAC9CC2C8012
81,6CDE81D4D90C74828A645A843A858677A0E6410B6DE590A12B5195E9D0E684CF,26,100000.0,-1,DBDFD2ED4CB561F4A880D0D79006654822B7B55762F5EC52FDD21A23FB3BF982
80,A40CF009B31E2B0271DEB1495C3DB5675AE48D1A9F3D2BD91C59FFB780EDA021,26,100.0,-1,6CDE81D4D90C74828A645A843A858677A0E6410B6DE590A12B5195E9D0E684CF
79,F5D328F6861AA13F079675642CE4E474EBB1C986A721C05434566BC902ABD545,20,600102.0,26,A40CF009B31E2B0271DEB1495C3DB5675AE48D1A9F3D2BD91C59FFB780EDA021
78,BDEEB8A1D08E1150D7FCFBAB886D6F576B52304C177531658A32803DC7CD1BD8,23,3.8999899E7,26,F5D328F6861AA13F079675642CE4E474EBB1C986A721C05434566BC902ABD545
77,32D0D7F70923F61E7ACCEEAC9F87B642F2012947E66BED12F9E74E351A5BB61C,26,9.99999999E8,23,BDEEB8A1D08E1150D7FCFBAB886D6F576B52304C177531658A32803DC7CD1BD8
72,D7CEA236FEFAFCF5866B356EE35C4B9E557C067A70280A12AF4D09A02F6388D1,23,100.0,26,08B0B273F6C6C5969A11EA3B7B793D2C3F51CA23D001864876EE8D81D53FA9D7
71,BD013682966D8DCA74DD95F3B5489201CD701514436BB18F062E402A1288951F,23,1.0E9,26,D7CEA236FEFAFCF5866B356EE35C4B9E557C067A70280A12AF4D09A02F6388D1
